TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
470.3,Debit,Austin,ATM,40,Doctor,88,1,8524.09,1,0,Adult,0.5205719158738772,0.3548387096774194,0.5661751163225277,2
261.69,Debit,Philadelphia,ATM,53,Retired,84,1,5126.65,1,0,Middle Age,0.289535179914279,0.5645161290322581,0.33780250242996784,2
365.04,Debit,Virginia Beach,Branch,22,Student,94,1,873.89,1,1,Young Adult,0.4039958800792974,0.06451612903225812,0.05193610965843323,1
211.1,Debit,Miami,Branch,57,Retired,136,1,7059.77,1,1,Middle Age,0.23350647337002867,0.6290322580645161,0.46774494949834444,1
21.49,Debit,Denver,ATM,58,Doctor,240,1,11991.24,1,0,Middle Age,0.02351234314952432,0.6451612903225806,0.7992335686447435,2
63.58,Debit,Columbus,ATM,18,Student,199,1,8086.04,1,0,Child,0.07012725238944324,0.0,0.5367298211839423,2
321.86,Debit,San Antonio,ATM,63,Doctor,167,1,12626.49,1,0,Senior,0.35617378977329356,0.7258064516129032,0.8419344560703489,2
12.11,Debit,Jacksonville,Branch,75,Retired,127,1,1730.28,1,1,Senior,0.013123940947803262,0.9193548387096775,0.10950181289718044,1
642.54,Debit,Milwaukee,Branch,44,Engineer,28,1,3143.17,1,1,Adult,0.7113286744265889,0.4193548387096775,0.20447490512034225,1
210.45,Debit,Las Vegas,ATM,27,Student,146,1,1242.49,1,0,Young Adult,0.2327865947526386,0.14516129032258068,0.07671304331459716,2
313.65,Credit,Chicago,Branch,55,Retired,173,1,1886.36,0,1,Middle Age,0.34708116908287456,0.5967741935483871,0.11999335876005093,1
99.76,Debit,Sacramento,Branch,26,Student,131,1,416.89,1,1,Young Adult,0.11019680373893878,0.12903225806451613,0.021217013942570754,1
115.32,Debit,Denver,Branch,53,Retired,113,1,5929.08,1,1,Middle Age,0.12742959033369142,0.5645161290322581,0.39174106692729727,1
33.61,Debit,Milwaukee,Online,23,Student,72,1,479.08,1,2,Young Adult,0.03693531059993576,0.08064516129032262,0.025397365282985387,0
498.59,Credit,Oklahoma City,Online,33,Doctor,32,1,5862.99,0,2,Adult,0.5519032483138226,0.24193548387096775,0.3872985613783665,0
98.81,Debit,San Francisco,Branch,27,Student,91,1,797.1,1,1,Young Adult,0.10914467345198409,0.14516129032258068,0.0467743605117788,1
1.87,Debit,Washington,ATM,65,Retired,147,1,7287.94,1,0,Senior,0.001783083959996899,0.7580645161290323,0.4830823150770935,2
78.92,Credit,Jacksonville,Online,59,Engineer,95,1,5624.86,0,2,Middle Age,0.08711638775984848,0.6612903225806451,0.37129169428248393,0
194.29,Credit,Seattle,Branch,39,Engineer,10,1,2988.41,0,1,Adult,0.2148893048187567,0.33870967741935487,0.19407208837420029,1
28.73,Debit,Kansas City,ATM,53,Engineer,185,1,2712.96,1,0,Middle Age,0.03153068344168429,0.5645161290322581,0.17555660715990198,2
105.53,Debit,Colorado Springs,Online,24,Student,88,1,1433.66,1,2,Young Adult,0.116587110850232,0.09677419354838712,0.08956330486383443,0
737.34,Debit,Miami,Online,30,Doctor,34,1,7336.56,1,2,Young Adult,0.816320202009015,0.19354838709677424,0.48635050420992776,0
237.86,Debit,Philadelphia,ATM,18,Student,210,1,475.63,1,0,Child,0.2631433222951945,0.0,0.02516545963699036,2
409.61,Debit,Kansas City,Branch,65,Doctor,89,1,11698.15,1,1,Senior,0.45335740312095063,0.7580645161290323,0.7795323437796184,1
75.53,Credit,Fresno,Online,21,Student,157,1,1034.35,0,2,Young Adult,0.08336194389376805,0.04838709677419356,0.06272207486317567,0
72.75,Debit,Phoenix,ATM,64,Doctor,15,1,12042.79,1,0,Senior,0.08028307842246907,0.7419354838709677,0.8026987095291039,2
39.11,Debit,Columbus,Online,26,Student,143,1,518.54,1,2,Young Adult,0.04302659120862082,0.12903225806451613,0.028049828120945853,0
729.38,Debit,Los Angeles,ATM,68,Doctor,90,1,9127.65,1,0,Senior,0.8075044577098999,0.8064516129032258,0.6067458327563701,2
137.49,Debit,Fort Worth,ATM,34,Engineer,50,1,4471.05,1,0,Adult,0.1519829887145183,0.25806451612903225,0.293733707788131,2
504.71,Debit,Detroit,Online,29,Engineer,61,1,6214.54,1,2,Young Adult,0.5586811823729413,0.1774193548387097,0.4109294106101202,0
371.47,Credit,Milwaukee,Branch,24,Student,58,1,1187.04,0,1,Young Adult,0.4111171408636328,0.09677419354838712,0.07298574822172063,1
430.35,Debit,Charlotte,Online,36,Doctor,205,1,354.9,1,2,Adult,0.4763270685435194,0.29032258064516125,0.017050106407721047,0
230.32,Debit,Las Vegas,Branch,35,Engineer,56,1,791.46,1,1,Adult,0.2547927303334699,0.27419354838709675,0.046395245194847806,1
121.71,Debit,Chicago,ATM,52,Retired,140,1,5878.89,1,0,Middle Age,0.13450655089541824,0.5483870967741935,0.3883673439207784,2
98.87,Debit,Detroit,Online,20,Student,179,1,533.2,1,2,Young Adult,0.10921112378589702,0.03225806451612906,0.029035259068855148,0
117.55,Debit,Fresno,ATM,24,Student,35,1,897.94,1,0,Young Adult,0.1298993277441219,0.09677419354838712,0.05355272727761594,2
244.64,Debit,Tucson,Branch,30,Doctor,103,1,9159.56,1,1,Young Adult,0.27065221002735534,0.19354838709677424,0.6088907919342544,1
321.93,Debit,Nashville,ATM,45,Engineer,12,1,4392.73,1,0,Adult,0.35625131516285863,0.435483870967742,0.2884691135289048,2
283.23,Debit,El Paso,Online,40,Engineer,98,1,2008.77,1,2,Adult,0.31339084978902015,0.3548387096774194,0.12822163995606567,0
346.65,Debit,Washington,Online,30,Engineer,60,1,6356.96,1,2,Young Adult,0.3836288527349849,0.19354838709677424,0.4205027445529061,0
381.62,Debit,Las Vegas,Online,64,Retired,164,1,6009.12,1,2,Senior,0.42235832235056975,0.7419354838709677,0.3971212779143818,0
388.65,Debit,Oklahoma City,ATM,76,Retired,43,1,7896.85,1,0,Senior,0.43014408647403446,0.935483870967742,0.5240126533097978,2
29.22,Debit,San Antonio,ATM,24,Student,151,1,1649.43,1,0,Young Adult,0.03207336116863987,0.09677419354838712,0.10406715449755795,2
46.75,Debit,Colorado Springs,Branch,67,Retired,150,1,2840.43,1,1,Senior,0.05148793372686697,0.7903225806451613,0.1841250166367094,1
348.64,Debit,San Jose,Online,57,Retired,128,1,3274.96,1,2,Middle Age,0.3858327888097637,0.6290322580645161,0.21333370079735214,0
319.17,Debit,Tucson,Online,73,Retired,81,1,6501.56,1,2,Senior,0.353194599802864,0.8870967741935485,0.4302226159763497,0
73.95,Debit,Kansas City,ATM,26,Student,76,1,363.92,1,0,Young Adult,0.08161208510072762,0.12903225806451613,0.01765642203869934,2
389.63,Debit,Mesa,Online,27,Engineer,99,1,9748.48,1,2,Young Adult,0.4312294419279456,0.14516129032258068,0.6484774218007441,0
217.61,Debit,Chicago,ATM,19,Student,45,1,1404.53,1,0,Young Adult,0.24071633459958136,0.016129032258064557,0.08760521458330253,2
199.84,Debit,Dallas,ATM,21,Student,150,1,706.44,1,0,Young Adult,0.22103596070570253,0.04838709677419356,0.04068028344919654,2
56.35,Debit,Charlotte,ATM,44,Doctor,75,1,5095.73,1,0,Adult,0.06211998715293544,0.4193548387096775,0.33572409008962983,2
248.95,Credit,San Francisco,Branch,65,Retired,29,1,3059.79,0,1,Senior,0.27542555901343396,0.7580645161290323,0.1988701825803234,1
142.58,Debit,San Antonio,ATM,33,Engineer,145,1,7844.23,1,0,Adult,0.15762019204146502,0.24193548387096775,0.520475588065665,2
84.34,Debit,Memphis,Online,58,Retired,248,3,5313.97,1,2,Middle Age,0.09311906792331631,0.6451612903225806,0.3503939707220803,0
333.78,Debit,San Diego,ATM,60,Retired,98,1,6810.94,1,0,Middle Age,0.36937525611066185,0.6774193548387097,0.45101883880473814,2
332.59,Debit,San Antonio,Online,55,Retired,143,1,1457.07,1,2,Middle Age,0.36805732448805545,0.5967741935483871,0.09113690230520935,0
236.81,Debit,Oklahoma City,Branch,22,Student,15,1,813.68,1,1,Young Adult,0.2619804414517183,0.06451612903225812,0.047888851993111395,1
417.8,Credit,Philadelphia,Branch,27,Student,130,1,1518.82,0,1,Young Adult,0.4624278737000653,0.14516129032258068,0.09528767727338114,1
319.27,Debit,San Antonio,ATM,50,Doctor,150,1,10269.78,1,0,Middle Age,0.3533053503593855,0.5161290322580645,0.6835187010057312,2
384.1,Debit,Detroit,Branch,42,Engineer,172,1,672.79,1,1,Adult,0.42510493615230416,0.3870967741935484,0.03841836316289725,1
820.62,Credit,Fresno,Branch,61,Doctor,158,1,6024.8,0,1,Senior,0.9085532654801589,0.6935483870967742,0.39817527227067223,1
474.77,Credit,Indianapolis,Online,56,Engineer,50,1,2158.59,0,2,Middle Age,0.5255224657503903,0.6129032258064516,0.13829239470475388,0
542.72,Credit,Indianapolis,Branch,43,Doctor,92,1,6011.8,0,1,Adult,0.6007774689067812,0.4032258064516129,0.3973014249089519,1
79.8,Debit,Fort Worth,ATM,73,Retired,76,1,6372.58,1,0,Senior,0.08809099265723809,0.8870967741935485,0.421552705767527,2
46.24,Debit,San Diego,Branch,57,Engineer,52,1,2569.56,1,1,Middle Age,0.05092310588860709,0.6290322580645161,0.16591739856984797,1
327.8,Debit,San Francisco,ATM,61,Doctor,54,1,10585.48,1,0,Senior,0.3627523728306734,0.6935483870967742,0.7047397480899714,2
445.79,Debit,Las Vegas,ATM,52,Doctor,161,1,717.99,1,0,Middle Age,0.49342695447044616,0.5483870967741935,0.04145666322057118,2
55.89,Debit,Fresno,Online,72,Retired,150,1,3689.65,1,2,Senior,0.06161053459293632,0.8709677419354838,0.2412087594459539,0
158.41,Debit,Sacramento,Branch,28,Student,16,1,1512.16,1,1,Young Adult,0.1751520051388258,0.16129032258064518,0.09483999854806902,1
101.19,Credit,Denver,Online,64,Doctor,75,1,14389.45,0,2,Senior,0.11178053669719688,0.7419354838709677,0.9604389133640839,0
827.14,Debit,El Paso,Branch,36,Engineer,265,4,9800.21,1,1,Adult,0.9157742017653637,0.29032258064516125,0.6519546621101129,1
61.97,Debit,Phoenix,ATM,74,Retired,95,1,7014.69,1,0,Senior,0.06834416842944635,0.903225806451613,0.4647147157240094,2
27.21,Debit,San Jose,ATM,79,Retired,102,1,3520.61,1,0,Senior,0.029847274982556782,0.9838709677419355,0.22984605498247604,2
173.74,Debit,Houston,Online,80,Retired,64,1,4913.42,1,2,Senior,0.1921300654535789,1.0,0.32346938912691897,0
176.11,Debit,San Jose,Branch,38,Engineer,105,1,9155.35,1,1,Adult,0.19475485364313957,0.32258064516129037,0.6086077998271128,1
88.4,Debit,Fort Worth,Online,46,Engineer,174,1,2567.53,1,2,Middle Age,0.0976155405180911,0.4516129032258065,0.16578094394336396,0
567.92,Debit,Columbus,Online,53,Retired,14,1,3779.47,1,2,Middle Age,0.6286866091502109,0.5645161290322581,0.24724637252516343,0
138.11,Credit,Phoenix,Online,68,Retired,104,1,4177.65,0,2,Senior,0.15266964216495188,0.8064516129032258,0.2740116450243803,0
456.93,Credit,Virginia Beach,Branch,28,Engineer,193,1,7284.76,0,1,Young Adult,0.5057645664669465,0.16129032258064518,0.48286855856861116,1
101.42,Debit,Atlanta,Online,66,Retired,146,1,6530.59,1,2,Senior,0.11203526297719645,0.7741935483870968,0.4321739843540991,0
300.61,Debit,El Paso,Online,44,Doctor,51,1,7895.54,1,2,Adult,0.33263929651246493,0.4193548387096775,0.5239245963833475,0
265.94,Debit,Boston,Online,54,Engineer,132,1,6781.3,1,2,Middle Age,0.29424207856644474,0.5806451612903226,0.44902646682001573,0
345.54,Debit,San Diego,Online,29,Engineer,50,1,2091.78,1,2,Young Adult,0.38239952155759577,0.1774193548387097,0.1338014914557894,0
411.52,Debit,Los Angeles,ATM,41,Doctor,88,1,11108.39,1,0,Adult,0.45547273875051214,0.3709677419354839,0.7398892499297561,2
111.21,Debit,Portland,Branch,35,Doctor,111,1,9088.36,1,1,Adult,0.12287774246065584,0.27419354838709675,0.6041047971531399,1
316.37,Debit,Colorado Springs,ATM,53,Engineer,86,1,4671.69,1,0,Middle Age,0.35009358422026066,0.5645161290322581,0.30722053353086765,2
260.63,Debit,Fort Worth,Branch,37,Engineer,142,1,7534.73,1,1,Adult,0.28836122401515063,0.30645161290322587,0.4996712989539375,1
92.36,Debit,Dallas,ATM,29,Engineer,144,1,6353.14,1,0,Young Adult,0.10200126255634433,0.1774193548387097,0.420245967866616,2
262.06,Debit,Oklahoma City,Branch,63,Doctor,118,1,13587.52,1,1,Senior,0.2899449569734088,0.7258064516129032,0.9065339583806669,1
64.5,Debit,Denver,ATM,74,Retired,230,1,1351.24,1,0,Senior,0.07114615750944148,0.903225806451613,0.08402311259052724,2
253.55,Debit,Jacksonville,ATM,28,Engineer,85,5,2797.26,1,0,Young Adult,0.28052008461342515,0.16129032258064518,0.18122317120551953,2
408.28,Credit,Nashville,Branch,21,Student,125,3,1222.77,0,1,Young Adult,0.45188442071921403,0.04838709677419356,0.07538748408589517,1
175.94,Debit,Indianapolis,ATM,57,Retired,89,1,3728.04,1,0,Middle Age,0.1945665776970529,0.6290322580645161,0.24378929792414203,2
199.47,Debit,Detroit,Online,57,Doctor,142,1,6067.44,1,2,Middle Age,0.2206261836465728,0.6290322580645161,0.40104149161711505,0
51.07,Debit,Dallas,Branch,63,Retired,133,1,4292.16,1,1,Senior,0.05627235776859778,0.7258064516129032,0.28170889590058035,1
435.86,Debit,Jacksonville,ATM,56,Retired,134,1,3801.82,1,0,Middle Age,0.4824294242078566,0.6129032258064516,0.2487487177970443,2
74.73,Credit,Jacksonville,Branch,64,Retired,162,1,6353.22,0,1,Senior,0.08247593944159569,0.7419354838709677,0.42025134538884196,1
182.79,Credit,Louisville,Online,23,Student,14,1,1251.85,0,2,Young Adult,0.20215299081877885,0.08064516129032262,0.07734221341503583,0
628.36,Debit,Austin,Online,44,Doctor,108,1,11869.71,1,2,Adult,0.6956242455118337,0.4193548387096775,0.7910644401932144,0
268.39,Debit,San Antonio,Online,29,Doctor,177,1,9409.43,1,2,Young Adult,0.2969554672012226,0.1774193548387097,0.6256868104167984,0
362.27,Debit,Jacksonville,ATM,80,Retired,47,1,6003.59,1,0,Senior,0.40092808966365046,1.0,0.39674955669051154,2
560.15,Credit,Memphis,Online,50,Engineer,92,1,817.83,0,2,Middle Age,0.6200812909084867,0.5161290322580645,0.048167810958583676,0
351.99,Debit,Chicago,ATM,80,Retired,45,2,3663.64,1,0,Senior,0.3895429324532355,1.0,0.2394603925322349,2
132.36,Debit,Colorado Springs,Branch,28,Student,160,1,319.65,1,1,Young Adult,0.14630148516496297,0.16129032258064518,0.01468063567690233,1
24.77,Credit,Nashville,Online,40,Engineer,17,1,478.23,0,2,Adult,0.027144961403431048,0.3548387096774194,0.02534022910933444,0
668.67,Debit,Detroit,Online,44,Doctor,143,4,13446.81,1,2,Adult,0.740267794845669,0.4193548387096775,0.8970755689754611,0
80.24,Credit,New York,Branch,53,Doctor,58,1,8012.81,0,1,Middle Age,0.08857829510593289,0.5645161290322581,0.5318073717763436,1
8.65,Debit,Mesa,ATM,68,Retired,198,1,4201.22,1,0,Senior,0.009291971692157753,0.8064516129032258,0.27559599751020725,2
178.91,Debit,Omaha,ATM,18,Student,19,1,8870.89,1,0,Child,0.19785586922574286,0.0,0.5894866751721144,2
115.22,Debit,San Francisco,Branch,27,Engineer,108,1,906.2,1,1,Young Adult,0.12731883977716987,0.14516129032258068,0.054107956447447494,1
161.63,Debit,San Jose,Online,46,Doctor,276,1,9286.37,1,2,Middle Age,0.1787181730588196,0.4516129032258065,0.6174148368526977,0
542.75,Credit,Nashville,Branch,70,Retired,63,1,2224.08,0,1,Senior,0.6008106940737377,0.8387096774193548,0.14269456883698983,1
317.47,Credit,Sacramento,Online,67,Doctor,16,1,14639.28,0,2,Senior,0.3513118403419977,0.7903225806451613,0.9772322430855149,0
280.99,Debit,Houston,Branch,45,Engineer,29,1,9733.59,1,1,Adult,0.3109100373229375,0.435483870967742,0.6474765304764352,1
24.19,Debit,San Diego,ATM,29,Engineer,28,1,2756.2,1,0,Young Adult,0.02650260817560608,0.1774193548387097,0.1784631579230396,2
586.85,Debit,Mesa,ATM,36,Doctor,86,1,6655.15,1,0,Adult,0.6496516894997397,0.29032258064516125,0.4405467864599368,2
372.41,Debit,San Diego,ATM,55,Retired,143,1,3233.87,1,0,Middle Age,0.41215819609493537,0.5967741935483871,0.21057167094403748,2
63.17,Debit,Fresno,ATM,20,Student,148,1,1676.57,1,0,Young Adult,0.0696731751077049,0.03225806451612906,0.10589147891271879,2
383.69,Debit,Colorado Springs,Online,54,Engineer,285,1,8371.11,1,2,Middle Age,0.42465085887056575,0.5806451612903226,0.5558919494459137,0
247.17,Credit,Chicago,Branch,65,Retired,149,1,2611.64,0,1,Senior,0.27345419910735047,0.7580645161290323,0.168745975260709,1
48.78,Credit,Kansas City,Branch,18,Student,136,1,552.06,0,1,Child,0.05373617002425437,0.0,0.030303009933627934,1
4.15,Credit,Omaha,Branch,60,Retired,119,1,6017.36,0,1,Middle Age,0.00430819664868816,0.6774193548387097,0.3976751627036568,1
60.99,Debit,Oklahoma City,Branch,34,Engineer,58,1,7281.46,1,1,Adult,0.0672588129755352,0.25806451612903225,0.48264673577678985,1
408.19,Debit,Mesa,Branch,26,Engineer,241,1,6847.47,1,1,Young Adult,0.45178474521834466,0.12903225806451613,0.4534743498911724,1
524.6,Debit,El Paso,Branch,58,Doctor,76,1,13017.7,1,1,Middle Age,0.580709468065077,0.6451612903225806,0.868231211945628,1
108.96,Debit,Milwaukee,ATM,26,Student,247,1,7597.66,1,0,Young Adult,0.12038585493892105,0.12903225806451613,0.5039013923749425,2
70.03,Debit,Nashville,Branch,63,Retired,49,1,7330.31,1,1,Senior,0.077270663285083,0.7258064516129032,0.4859303852860237,1
124.84,Debit,Louisville,Online,52,Retired,79,1,6711.78,1,2,Middle Age,0.13797304331454266,0.5483870967741935,0.4443534000056464,0
324.04,Debit,Virginia Beach,ATM,54,Retired,30,1,2248.06,1,0,Middle Age,0.3585881519054633,0.5806451612903226,0.1443064811242248,2
39.69,Debit,Austin,Online,70,Retired,163,1,3524.68,1,2,Senior,0.043668944436445783,0.8387096774193548,0.2301196364257223,0
157.7,Credit,Omaha,Branch,58,Engineer,46,1,8332.58,0,1,Middle Age,0.17436567618752283,0.6451612903225806,0.55330200030383,1
81.27,Credit,Seattle,Online,22,Student,68,1,1814.48,0,2,Young Adult,0.08971902583810482,0.06451612903225812,0.1151616550400155,0
193.82,Debit,Kansas City,Branch,37,Engineer,176,1,3886.77,1,1,Adult,0.21436877720310543,0.30645161290322587,0.25445897421074776,1
16.73,Debit,Omaha,Online,79,Retired,165,1,7591.13,1,2,Senior,0.01824061665909871,0.9838709677419355,0.5034624521232475,0
474.05,Debit,San Jose,ATM,57,Retired,214,1,1484.31,1,0,Middle Age,0.5247250617434353,0.6290322580645161,0.09296794862315266,2
39.21,Debit,Miami,ATM,66,Doctor,245,4,9385.57,1,0,Senior,0.04313734176514236,0.7741935483870968,0.6240829644129023,2
637.75,Debit,Dallas,Branch,79,Retired,152,1,4202.92,1,1,Senior,0.7060237227692068,0.9838709677419355,0.2757102698575091,1
153.59,Credit,Portland,Branch,66,Retired,174,1,4813.12,0,1,Senior,0.16981382831448727,0.7741935483870968,0.3167273206361071,1
186.6,Debit,Tucson,Branch,18,Student,139,1,9716.68,1,1,Child,0.20637258702224978,0.0,0.6463398567159204,1
644.08,Debit,Atlanta,Online,24,Student,55,1,1980.62,1,2,Young Adult,0.7130342329970207,0.09677419354838712,0.12632942432280192,0
226.66,Debit,Austin,Branch,41,Doctor,168,1,10216.25,1,1,Adult,0.2507392599647813,0.3709677419354839,0.679920466446278,1
305.0,Debit,Phoenix,ATM,22,Student,222,1,944.83,1,0,Young Adult,0.3375012459437608,0.06451612903225812,0.05670462749231352,2
233.1,Credit,Nashville,Branch,42,Doctor,37,1,7469.2,0,1,Adult,0.25787159580476887,0.3870967741935484,0.49526643606058857,1
793.13,Debit,Memphis,Online,68,Doctor,76,1,13389.16,1,2,Senior,0.8781079374923858,0.8064516129032258,0.8932003920213704,0
224.19,Debit,Houston,ATM,52,Doctor,93,1,8475.47,1,0,Middle Age,0.2480037212186991,0.5483870967741935,0.5629069271896935,2
214.83,Credit,Tucson,ATM,23,Student,63,1,991.69,0,0,Young Adult,0.23763746912828237,0.08064516129032262,0.05985451113617635,2
163.46,Credit,Baltimore,Branch,63,Retired,111,1,6953.8,0,1,Senior,0.18074490824316392,0.7258064516129032,0.4606217491197669,1
194.99,Debit,Jacksonville,Branch,34,Engineer,91,1,1370.03,1,1,Adult,0.21566455871440754,0.25806451612903225,0.0852861581233523,1
23.4,Debit,El Paso,ATM,46,Doctor,175,4,14851.28,1,0,Middle Age,0.02562767877908586,0.4516129032258065,0.9914826769843395,2
227.5,Debit,Sacramento,Online,34,Doctor,277,1,11505.35,1,2,Adult,0.25166956463956225,0.25806451612903225,0.7665725152150271,0
259.9,Debit,Oklahoma City,Online,26,Student,100,1,914.28,1,2,Young Adult,0.2875527449525433,0.12903225806451613,0.05465108619227062,0
59.51,Credit,Dallas,Online,36,Doctor,55,1,9955.88,0,2,Adult,0.06561970473901631,0.29032258064516125,0.6624186481715753,0
50.63,Debit,Columbus,Online,64,Retired,143,1,4732.81,1,2,Senior,0.05578505531990298,0.7419354838709677,0.31132896051150993,0
112.94,Credit,San Antonio,Online,73,Retired,31,1,3807.84,0,2,Senior,0.12479372708847859,0.8870967741935485,0.24915337634454862,0
11.81,Debit,Phoenix,ATM,21,Student,131,1,320.25,1,0,Young Adult,0.012791689278238623,0.04838709677419356,0.014720967093597121,2
329.14,Debit,Sacramento,Branch,55,Doctor,14,1,12033.92,1,1,Middle Age,0.36423643028806213,0.5967741935483871,0.8021024767522993,1
154.24,Debit,Mesa,ATM,61,Retired,82,1,6109.55,1,0,Senior,0.17053370693187733,0.6935483870967742,0.4038720848788108,2
233.44,Debit,Chicago,Online,20,Student,297,1,1691.88,1,2,Young Adult,0.25824814769694215,0.03225806451612906,0.1069206022287141,0
141.8,Debit,Chicago,ATM,18,Student,116,1,1697.67,1,0,Child,0.15675633770059696,0.0,0.1073098003998188,2
209.03,Debit,Detroit,Branch,55,Engineer,126,1,8359.5,1,1,Middle Age,0.23121393685003266,0.5967741935483871,0.5551115365328695,1
261.14,Debit,San Antonio,ATM,42,Engineer,162,1,6100.08,1,0,Adult,0.2889260518534105,0.3870967741935484,0.40323552068531143,2
